Task lang,Aux lang,Accuracy,Rank,Accuracy level,Overlap word-level,Transfer lang dataset size,Target lang dataset size,Transfer over target size ratio,Transfer lang TTR,Target lang TTR,Transfer target TTR distance,GENETIC,SYNTACTIC,FEATURAL,PHONOLOGICAL,INVENTORY,GEOGRAPHIC
th,vi,23.95,-1.924934002,1.021910831,0.019270475,-0.417184462,0.687384505,-0.736339179,-0.193243969,1.433957179,0.763001421,0.422132886,-0.277906274,0.4262,0.3277,0.4466,0.04
th,ug,28.85,-3.46658341,1.079608499,0.009635237,-0.315316276,0.687384505,-0.653008685,0.406976088,1.433957179,0.313599886,0.422132886,0.409285148,0.9302,0.8886,0.6372,0.1916
th,el,2.76,1.029552309,-1.966563222,0.021679284,-0.542419107,0.687384505,-0.838783968,0.153675171,1.433957179,0.584676754,0.422132886,0.163914801,0.6012,0.4477,0.5433,0.3893
th,sme,17.28,-0.135134465,0.651293541,0.005849966,-0.388487397,0.687384505,-0.712864327,0.42522521,1.433957179,0.285038719,0.422132886,0.29586847,0.8798,0.5687,0.6372,0.4036
th,gl,14.51,0.352233495,0.299916402,0.028217481,-0.211337709,0.687384505,-0.567951852,0.031556193,1.433957179,0.663760318,0.422132886,0.241167952,0.6051,0.5687,0.4594,0.5189
th,sr,17.47,-0.192175941,0.678399863,0.016861666,-0.229966783,0.687384505,-0.583190858,0.207702732,1.433957179,0.541444345,0.422132886,0.196657479,0.8271,0.8632,0.6372,0.4008
th,got,15.94,0.113015663,0.50500225,0,0.006107477,0.687384505,-0.390076743,-0.108965856,1.433957179,0.731277527,0.422132886,0.147835279,0.8142,0.5687,0.6372,0.3697
th,tr,16.67,-0.029143352,0.595038924,0.001032347,0.036641409,0.687384505,-0.365099292,0.492302833,1.433957179,0.163131854,0.422132886,0.278114506,0.6008,0.4477,0.4792,0.3556
th,zh,20.24,-1.154109298,0.940066895,0.000344116,-0.049863605,0.687384505,-0.435862362,0.882936738,1.433957179,-1.638913458,0.422132886,0.081393148,0.6266,0.5687,0.6372,1
th,ur,12.82,0.5185225,0.094830555,0.030282175,-0.030952832,0.687384505,-0.420392919,-0.424299632,1.433957179,0.826627367,0.422132886,0.296442869,0.6333,0.5687,0.4862,0.1856
th,cu,15.13,0.278068353,0.372513069,0,0.121165861,0.687384505,-0.295956368,-0.062859718,1.433957179,0.711370916,0.422132886,0.081393148,0.6266,0.5687,0.6372,0.3973
th,sv,16.2,0.020289896,0.565820192,0.022367515,0.084938089,0.687384505,-0.325591509,0.056818549,1.433957179,0.64920881,0.422132886,0.082846087,0.5585,0.5687,0.4466,0.4133
th,da,3.12,0.969426046,-1.33707497,0.022711631,0.020753081,0.687384505,-0.378096306,0.166051374,1.433957179,0.575285539,0.422132886,0.162585625,0.8202,0.5687,0.6372,0.4399
th,id,9.74,0.607535191,-0.048963826,0.040949759,0.031255459,0.687384505,-0.369505122,0.172049588,1.433957179,0.570628827,0.422132886,-0.355063515,0.3989,0.2736,0.4313,0.1296
th,uk,2.34,1.048893057,-2.29016468,0.026496903,0.066423317,0.687384505,-0.340737014,0.410337873,1.433957179,0.308466631,0.422132886,0.129124121,0.5919,0.5687,0.4683,0.3909
th,fa,15.46,0.198601342,0.440707155,0,0.081465131,0.687384505,-0.328432467,-0.192955946,1.433957179,0.762902207,0.422132886,0.081393148,0.6266,0.5687,0.6372,1
th,he,17.98,-0.455055623,0.780730189,0.019958706,0.10728665,0.687384505,-0.307309878,0.364323343,1.433957179,0.374159622,0.422132886,-0.025068524,0.5949,0.5687,0.5482,0.3447
th,eu,23.23,-1.676783874,1.002001321,0.019270475,0.373166954,0.687384505,-0.08981374,0.279740544,1.433957179,0.473490496,0.422132886,0.084586562,0.5848,0.3498,0.5792,0.4932
th,lv,3.39,0.927456349,-1.054381944,0.015829319,0.261697161,0.687384505,-0.180998567,0.317569339,1.433957179,0.432060831,0.422132886,0.280571901,0.7885,0.3433,0.6372,0.3929
th,sl,5.32,0.861373644,-0.730780486,0.02512044,0.288932895,0.687384505,-0.158719117,0.305267147,1.433957179,0.446023993,0.422132886,0.1198316,0.5672,0.5687,0.4313,0.4277
th,hr,18.68,-0.799968056,0.874522652,0.024088094,0.364792903,0.687384505,-0.096663904,0.182701018,1.433957179,0.562184852,0.422132886,0.25952953,0.635,0.5687,0.5169,0.4205
th,ro,5.39,0.838443657,-0.640743812,0.036476256,0.414467563,0.687384505,-0.056028902,0.095899013,1.433957179,0.62494812,0.422132886,0.095676199,0.5319,0.4638,0.4594,0.3915
th,sk,3.98,0.883840368,-0.828655923,0.021335169,0.491798613,0.687384505,0.007229656,0.373326558,1.433957179,0.362042437,0.422132886,0.081393148,0.6266,0.5687,0.6372,0.4115
th,bg,14.3,0.387540111,0.261781973,0.029938059,0.527169226,0.687384505,0.036163622,0.164845862,1.433957179,0.576213049,0.422132886,0.095676199,0.5452,0.4054,0.5034,0.3884
th,pt,17.61,-0.315866075,0.730728271,0.037164487,0.585499152,0.687384505,0.083878829,-0.05503903,1.433957179,0.7077933,0.422132886,0.049882283,0.5382,0.5687,0.4142,0.5065
th,nl,3.11,0.989831481,-1.510472583,0.032690984,0.670041654,0.687384505,0.153036518,-0.004860522,1.433957179,0.68331847,0.422132886,0.16271863,0.5967,0.5687,0.4799,0.4571
th,en,8.43,0.716115514,-0.274689847,0.032002753,0.815399084,0.687384505,0.271942203,-0.130261744,1.433957179,0.739830899,0.422132886,-0.028999299,0.4669,0.39,0.4147,0.4752
th,it,2.91,1.009869229,-1.715558431,0.03613214,0.700347573,0.687384505,0.177827449,-0.02499702,1.433957179,0.69346702,0.422132886,0.060209822,0.5817,0.5687,0.4905,0.4386
th,ca,15.85,0.156631645,0.473314016,0.037508603,0.817820435,0.687384505,0.273922923,-0.246718257,1.433957179,0.780443463,0.422132886,0.087624417,0.4917,0.4054,0.4095,0.477
th,hi,8.91,0.663150029,-0.156174237,0.021679284,0.816481051,0.687384505,0.272827276,-0.641863324,1.433957179,0.865359251,0.422132886,0.212786808,0.5543,0.4477,0.4526,0.1374
th,pl,20.06,-1.023126909,0.918640382,0.020302822,0.841930331,0.687384505,0.293645367,0.361766802,1.433957179,0.377539774,0.422132886,0.069832755,0.5453,0.4054,0.5145,0.4111
th,de,8.27,0.741681352,-0.338984942,0.054026153,0.769254139,0.687384505,0.234194588,0.129885972,1.433957179,0.6019435,0.422132886,0.185700549,0.5552,0.427,0.4666,0.4346
th,fro,16.15,0.067618953,0.535822203,0.000688231,0.859741622,0.687384505,0.308215408,-0.49400374,1.433957179,0.840812561,0.422132886,0.264895296,0.8649,0.5687,0.6372,0.4762
th,es,18.45,-0.531780179,0.804921614,0.035443909,0.859823065,0.687384505,0.30828203,-0.229308782,1.433957179,0.774972384,0.422132886,0.05408729,0.5708,0.5348,0.5382,0.4974
th,fr,5.49,0.815030898,-0.557382873,0.046455609,0.807823214,0.687384505,0.265744969,-0.034282494,1.433957179,0.69799642,0.422132886,0.070863036,0.5302,0.5096,0.4674,0.4731
th,fi,12.88,0.487194654,0.138948285,0.02512044,0.90108784,0.687384505,0.342037555,0.222124952,1.433957179,0.528858829,0.422132886,0.070863036,0.4925,0.39,0.3995,0.3936
th,grc,14.96,0.315769081,0.336800294,0,0.835009394,0.687384505,0.287983882,-0.135490192,1.433957179,0.741872655,0.422132886,0.231723246,0.8497,0.5687,0.6372,0.4023
th,no,1.91,1.067903178,-2.746255319,0.037164487,0.950205759,0.687384505,0.38221713,-0.097727089,1.433957179,0.726605061,0.422132886,0.203804835,0.8374,0.5687,0.6372,0.4337
th,ar,17.21,-0.080876632,0.62351786,0,0.939094508,0.687384505,0.373127874,-6.277992451,1.433957179,0.946233606,0.422132886,0.081393148,0.6266,0.5687,0.6372,1
th,la,0.07,1.086593786,-3.525947416,0,0.888559778,0.687384505,0.331789316,-0.140499884,1.433957179,0.743808015,0.422132886,0.17145431,0.8237,0.5687,0.6372,0.4404
th,et,3.23,0.94863918,-1.186871125,0.034067447,1.142902918,0.687384505,0.53984779,0.248667969,1.433957179,0.504412976,0.422132886,0.136408379,0.8098,0.5687,0.6372,0.3981
th,ko,24.2,-2.695758706,1.060702879,0.028905712,1.174253101,0.687384505,0.565492953,0.181922155,1.433957179,0.56281001,0.422132886,0.196401176,0.5582,0.4638,0.4209,0.1869
th,ja,17.71,-0.383284594,0.756007041,0,1.705798409,0.687384505,1.000309107,-3.817461986,1.433957179,0.945897734,0.422132886,0.255334204,0.5958,0.5032,0.4726,0.2067
th,ru,8.85,0.689948072,-0.213871905,0.052993806,1.761815298,0.687384505,1.046132197,0.01571526,1.433957179,0.672465844,0.422132886,0.079063616,0.5808,0.4054,0.5718,0.2528
th,cs,23.96,-2.24485516,1.04147407,0.047832072,2.014510541,0.687384505,1.252842655,-0.136696721,1.433957179,0.742340631,0.422132886,0.293682448,0.6767,0.5687,0.5458,0.4242
yo,bxr,22.25,0.315769081,0.336800294,0.001512859,-1.262667107,-1.671937167,-0.071948049,0.594078182,-0.992842492,0.968525854,0.422132886,0.132567348,0.6667,0.5922,0.6832,0.5103
yo,kmr,28.46,-1.302604883,0.961092889,0.007564297,-1.411374383,-1.671937167,-0.193593984,0.336384322,-0.992842492,-0.228251324,0.422132886,0.294488435,0.6387,0.5587,0.5644,0.2585
yo,hsb,26.08,-0.531780179,0.804921614,0.006051437,-1.522668683,-1.671937167,-0.284635253,0.532677047,-0.992842492,0.753132742,0.422132886,0.132567348,0.6667,0.5922,0.6832,0.2499
yo,kk,25.22,-0.080876632,0.62351786,0.001512859,-1.154024756,-1.671937167,0.016923865,0.610158789,-0.992842492,1.021182106,0.422132886,0.38220055,0.9323,1,0.6832,0.3589
yo,hy,24.74,0.113015663,0.50500225,0.001512859,-1.620394233,-1.671937167,-0.364576977,0.538666368,-0.992842492,0.775278072,0.422132886,0.258931379,0.6289,0.5641,0.5037,0.2744
yo,swl,7.63,1.048893057,-2.29016468,0.001512859,-2.356041951,-1.671937167,-0.966353546,0.470083725,-0.992842492,0.5029463,0.422132886,0.132567348,0.6667,0.5922,0.6832,0.2925
yo,lt,20.83,0.421760194,0.222309224,0.001512859,-2.169620395,-1.671937167,-0.813856473,0.557075778,-0.992842492,0.841705586,0.422132886,0.26892858,0.6114,0.5319,0.4959,0.2814
yo,be,15.85,0.815030898,-0.557382873,0.001512859,-1.880461018,-1.671937167,-0.577317523,0.543622809,-0.992842492,0.793401116,0.422132886,0.30319357,0.8823,0.5922,0.6832,0.2745
yo,mr,26.19,-0.614193059,0.828603708,0.001512859,-1.757804127,-1.671937167,-0.476981396,0.518209078,-0.992842492,0.698472335,0.422132886,0.433021217,0.6743,0.5922,0.4407,0.3982
yo,cop,22.43,0.278068353,0.372513069,0.001512859,-1.687224999,-1.671937167,-0.419246064,0.478168551,-0.992842492,0.537447902,0.422132886,0.215552083,0.8408,0.5922,0.6832,0.1899
yo,ta,22.92,0.239044525,0.407126813,0.001512859,-1.575848971,-1.671937167,-0.328137939,0.552921618,-0.992842492,0.826924079,0.422132886,0.410907191,0.6937,0.5922,0.5,0.4121
yo,ga,24.96,0.067618953,0.535822203,0.037821483,-1.19383975,-1.671937167,-0.015645706,0.276368681,-0.992842492,-0.763111539,0.422132886,0.117318869,0.5984,0.5922,0.4977,0.261
yo,hu,33.56,-3.46658341,1.079608499,0.013615734,-0.7849374,-1.671937167,0.31884572,0.429483918,-0.992842492,0.317253882,0.422132886,0.143906452,0.5358,0.5064,0.4054,0.2336
yo,te,27.68,-0.799968056,0.874522652,0.001512859,-1.003873768,-1.671937167,0.139750789,0.267422647,-0.992842492,-0.868455085,0.422132886,0.425576456,0.6241,0.4278,0.4798,0.4093
yo,af,17.67,0.663150029,-0.156174237,0.010590015,-0.733244548,-1.671937167,0.361131649,-0.040792995,-0.992842492,-0.182685552,0.422132886,0.25797352,0.6088,0.5922,0.4366,0.2163
yo,vi,25.97,-0.455055623,0.780730189,0.031770045,-0.417184462,-1.671937167,0.619675989,-0.193243969,-0.992842492,0.212158323,0.422132886,-0.122608423,0.5354,0.5587,0.5466,0.5556
yo,ug,28.53,-1.474030455,0.981733063,0.001512859,-0.315316276,-1.671937167,0.703006483,0.406976088,-0.992842492,0.203554329,0.422132886,0.399286642,0.9382,1,0.6832,0.4167
yo,el,14.29,0.905862176,-0.935866334,0.001512859,-0.542419107,-1.671937167,0.517231201,0.153675171,-0.992842492,-2.052936999,0.422132886,0.11885525,0.5817,0.5064,0.5187,0.2213
yo,sme,30.47,-2.695758706,1.060702879,0.007564297,-0.388487397,-1.671937167,0.643150841,0.42522521,-0.992842492,0.296402028,0.422132886,0.310686411,0.8861,0.5922,0.6832,0.3487
yo,gl,24.22,0.198601342,0.440707155,0.037821483,-0.211337709,-1.671937167,0.788063316,0.031556193,-0.992842492,-0.510835145,0.422132886,0.209255186,0.58,0.5922,0.4126,0.2026
yo,sr,28.68,-1.676783874,1.002001321,0.019667171,-0.229966783,-1.671937167,0.77282431,0.207702732,-0.992842492,-2.095428577,0.422132886,0.157383232,0.8245,1,0.6832,0.2246
yo,got,13.24,0.94863918,-1.186871125,0.009077156,0.006107477,-1.671937167,0.965938426,-0.108965856,-0.992842492,0.02643551,0.422132886,0.099675568,0.7937,0.5922,0.6832,0.2539
yo,tr,25.33,-0.135134465,0.651293541,0.015128593,0.036641409,-1.671937167,0.990915877,0.492302833,-0.992842492,0.596068855,0.422132886,0.369463955,0.6522,0.5064,0.5,0.2326
yo,zh,17,0.716115514,-0.274689847,0.001512859,-0.049863605,-1.671937167,0.920152807,0.882936738,-0.992842492,1.769966347,0.422132886,0.132567348,0.6667,0.5922,0.6832,1
yo,ur,15.36,0.838443657,-0.640743812,0.001512859,-0.030952832,-1.671937167,0.935622249,-0.424299632,-0.992842492,0.516135441,0.422132886,0.306493469,0.6513,0.5922,0.5036,0.3492
yo,cu,11.79,1.009869229,-1.715558431,0.001512859,0.121165861,-1.671937167,1.060058801,-0.062859718,-0.992842492,-0.10722801,0.422132886,0.132567348,0.6667,0.5922,0.6832,0.2235
yo,sv,25.04,0.020289896,0.565820192,0.015128593,0.084938089,-1.671937167,1.030423659,0.056818549,-0.992842492,-0.671041296,0.422132886,0.146347027,0.6107,0.5922,0.5062,0.2981
yo,da,17.82,0.635690239,-0.101292234,0.019667171,0.020753081,-1.671937167,0.977918862,0.166051374,-0.992842492,-2.609183043,0.422132886,0.230365976,0.8474,0.5922,0.6832,0.2663
yo,id,21.06,0.387540111,0.261781973,0.025718608,0.031255459,-1.671937167,0.986510046,0.172049588,-0.992842492,-3.071096425,0.422132886,-0.208572158,0.4457,0.5348,0.409,0.5929
yo,uk,16.74,0.741681352,-0.338984942,0.004538578,0.066423317,-1.671937167,1.015278154,0.410337873,-0.992842492,0.22110807,0.422132886,0.114939355,0.5513,0.5922,0.3673,0.248
yo,fa,7.4,1.067903178,-2.746255319,0.001512859,0.081465131,-1.671937167,1.027582701,-0.192955946,-0.992842492,0.211620418,0.422132886,0.132567348,0.6667,0.5922,0.6832,1
yo,he,18.15,0.607535191,-0.048963826,0.001512859,0.10728665,-1.671937167,1.048705291,0.364323343,-0.992842492,-0.040525357,0.422132886,0.014430066,0.6202,0.5922,0.5753,0.2101
yo,eu,27.79,-0.905959169,0.896797794,0.012102874,0.373166954,-1.671937167,1.266201429,0.279740544,-0.992842492,-0.725783557,0.422132886,0.093095877,0.5726,0.4278,0.535,0.2022
yo,lv,25.22,-0.080876632,0.62351786,0.010590015,0.261697161,-1.671937167,1.175016601,0.317569339,-0.992842492,-0.37215792,0.422132886,0.312944859,0.8033,0.4097,0.6832,0.2902
yo,sl,21.91,0.352233495,0.299916402,0.031770045,0.288932895,-1.671937167,1.197296052,0.305267147,-0.992842492,-0.476156844,0.422132886,0.107622032,0.5475,0.5922,0.3797,0.2236
yo,hr,25.6,-0.252302205,0.70486833,0.028744327,0.364792903,-1.671937167,1.259351264,0.182701018,-0.992842492,-5.520404317,0.422132886,0.230365976,0.59,0.5922,0.4327,0.2207
yo,ro,25.97,-0.455055623,0.780730189,0.02118003,0.414467563,-1.671937167,1.299986266,0.095899013,-0.992842492,-1.006945125,0.422132886,0.077312551,0.4795,0.4278,0.3548,0.2391
yo,sk,28.05,-1.154109298,0.940066895,0.027231467,0.491798613,-1.671937167,1.363244825,0.373326558,-0.992842492,0.014712796,0.422132886,0.132567348,0.6667,0.5922,0.6832,0.2407
yo,bg,19.31,0.487194654,0.138948285,0.001512859,0.527169226,-1.671937167,1.392178791,0.164845862,-0.992842492,-2.538217034,0.422132886,0.150265369,0.561,0.4717,0.4878,0.2266
yo,pt,27.86,-1.023126909,0.918640382,0.027231467,0.585499152,-1.671937167,1.439893997,-0.05503903,-0.992842492,-0.132991216,0.422132886,0.067473445,0.5346,0.5922,0.3806,0.1976
yo,nl,14.92,0.883840368,-0.828655923,0.02118003,0.670041654,-1.671937167,1.509051687,-0.004860522,-0.992842492,-0.327017623,0.422132886,0.154703773,0.5984,0.5922,0.4766,0.2492
yo,en,28.72,-1.924934002,1.021910831,0.024205749,0.815399084,-1.671937167,1.627957372,-0.130261744,-0.992842492,0.079453819,0.422132886,0.055135516,0.5507,0.5348,0.5093,0.2556
yo,it,18.64,0.548991939,0.048911611,0.028744327,0.700347573,-1.671937167,1.533842618,-0.02499702,-0.992842492,-0.242459219,0.422132886,0.077312551,0.5394,0.5922,0.3673,0.2042
yo,ca,26.3,-0.703205751,0.851797477,0.042360061,0.817820435,-1.671937167,1.629938091,-0.246718257,-0.992842492,0.303192525,0.422132886,0.073946908,0.4831,0.4717,0.3776,0.193
yo,hi,17.56,0.689948072,-0.213871905,0.001512859,0.816481051,-1.671937167,1.628842445,-0.641863324,-0.992842492,0.670898963,0.422132886,0.206343938,0.5699,0.4097,0.4909,0.3995
yo,pl,29.72,-2.24485516,1.04147407,0.015128593,0.841930331,-1.671937167,1.649660535,0.361766802,-0.992842492,-0.056633149,0.422132886,0.047319745,0.5517,0.4717,0.5268,0.2575
yo,de,16.07,0.766672628,-0.407179028,0.018154312,0.769254139,-1.671937167,1.590209757,0.129885972,-0.992842492,-1.472582619,0.422132886,0.1763152,0.5766,0.5587,0.4851,0.2342
yo,fro,12.28,0.989831481,-1.510472583,0.037821483,0.859741622,-1.671937167,1.664230576,-0.49400374,-0.992842492,0.574964103,0.422132886,0.236519161,0.8502,0.5922,0.6832,0.216
yo,es,24.52,0.156631645,0.473314016,0.049924357,0.859823065,-1.671937167,1.664297199,-0.229308782,-0.992842492,0.275364565,0.422132886,0.09867737,0.5685,0.5903,0.4862,0.1865
yo,fr,19.01,0.5185225,0.094830555,0.028744327,0.807823214,-1.671937167,1.621760137,-0.034282494,-0.992842492,-0.206688413,0.422132886,0.211401017,0.5578,0.4788,0.4394,0.2271
yo,fi,25.74,-0.315866075,0.730728271,0.016641452,0.90108784,-1.671937167,1.698052724,0.222124952,-0.992842492,-1.647456136,0.422132886,0.118157216,0.5447,0.5348,0.448,0.3314
yo,grc,13.43,0.927456349,-1.054381944,0.001512859,0.835009394,-1.671937167,1.643999051,-0.135490192,-0.992842492,0.091763092,0.422132886,0.19832169,0.8332,0.5922,0.6832,0.2029
yo,no,18.34,0.578648763,0.001038092,0.031770045,0.950205759,-1.671937167,1.738232298,-0.097727089,-0.992842492,-0.003577728,0.422132886,0.165772398,0.8195,0.5922,0.6832,0.2948
yo,ar,9.56,1.029552309,-1.966563222,0.001512859,0.939094508,-1.671937167,1.729143043,-6.277992451,-0.992842492,0.946222972,0.422132886,0.132567348,0.6667,0.5922,0.6832,1
yo,la,2.57,1.086593786,-3.525947416,0.013615734,0.888559778,-1.671937167,1.687804484,-0.140499884,-0.992842492,0.103313365,0.422132886,0.166434908,0.8198,0.5922,0.6832,0.1978
yo,et,19.75,0.454958629,0.181400792,0.015128593,1.142902918,-1.671937167,1.895862959,0.248667969,-0.992842492,-1.127505013,0.422132886,0.20278721,0.8352,0.5922,0.6832,0.3021
yo,ko,15.14,0.861373644,-0.730780486,0.001512859,1.174253101,-1.671937167,1.921508122,0.181922155,-0.992842492,-8.897481251,0.422132886,0.243726882,0.6364,0.6224,0.5275,0.62
yo,ja,13.24,0.94863918,-1.186871125,0,1.705798409,-1.671937167,2.356324276,-3.817461986,-0.992842492,0.945183903,0.422132886,0.356869303,0.6364,0.5641,0.4554,0.6541
yo,ru,16.07,0.766672628,-0.407179028,0.004538578,1.761815298,-1.671937167,2.402147366,0.01571526,-0.992842492,-0.425197515,0.422132886,0.091227756,0.5484,0.4717,0.4767,0.3988
yo,cs,25.6,-0.252302205,0.70486833,0.042360061,2.014510541,-1.671937167,2.608857823,-0.136696721,-0.992842492,0.094566375,0.422132886,0.269401912,0.6268,0.5922,0.4433,0.2432
wbp,bxr,35.09,0.156631645,0.473314016,0.006802721,-1.262667107,-2.284505101,0.280124082,0.594078182,0.461302296,-2.546807546,0.422132886,0.050634602,0.7786,0.0002,0,0.4134
wbp,kmr,57.45,-3.46658341,1.079608499,0.013605442,-1.411374383,-2.284505101,0.158478147,0.336384322,0.461302296,-0.118590532,0.422132886,0.264181684,0.8865,0.5456,0.6328,0.558
wbp,hsb,36.02,0.020289896,0.565820192,0.006802721,-1.522668683,-2.284505101,0.067436878,0.532677047,0.461302296,-1.609396391,0.422132886,0.050634602,0.7786,0.0002,0,0.6784
wbp,kk,47.2,-1.474030455,0.981733063,0.006802721,-1.154024756,-2.284505101,0.368995997,0.610158789,0.461302296,-1.863224976,0.422132886,0.273297552,0.7984,0.879,0,0.4799
wbp,hy,32.61,0.421760194,0.222309224,0.006802721,-1.620394233,-2.284505101,-0.012504846,0.538666368,0.461302296,-1.744702896,0.422132886,0.076728114,0.7482,0.6162,0.6737,0.5548
wbp,swl,15.22,1.086593786,-3.525947416,0.006802721,-2.356041951,-2.284505101,-0.614281415,0.470083725,0.461302296,-0.804856981,0.422132886,0.050634602,0.7786,0.0002,0,0.6662
wbp,lt,36.65,-0.080876632,0.62351786,0.006802721,-2.169620395,-2.284505101,-0.461784341,0.557075778,0.461302296,-2.356627231,0.422132886,0.045355283,0.7635,0.641,0.6506,0.6449
wbp,be,17.39,0.969426046,-1.33707497,0.006802721,-1.880461018,-2.284505101,-0.225245392,0.543622809,0.461302296,-1.874048713,0.422132886,0.143363213,0.6708,0.0002,0,0.6397
wbp,mr,39.75,-0.455055623,0.780730189,0.006802721,-1.757804127,-2.284505101,-0.124909265,0.518209078,0.461302296,-1.347596692,0.422132886,0.207357601,0.8416,0.0002,0.6284,0.364
wbp,cop,25.47,0.716115514,-0.274689847,0.006802721,-1.687224999,-2.284505101,-0.067173933,0.478168551,0.461302296,-0.87496578,0.422132886,0.261321632,0.7635,0.0002,0,0.6
wbp,ta,40.37,-0.614193059,0.828603708,0.006802721,-1.575848971,-2.284505101,0.023934192,0.552921618,0.461302296,-2.179596084,0.422132886,0.159521141,0.8196,0.0002,0.6196,0.3323
wbp,ga,32.3,0.487194654,0.138948285,0.006802721,-1.19383975,-2.284505101,0.336426425,0.276368681,0.461302296,0.052981434,0.422132886,0.212786808,0.8392,0.0002,0.6068,0.7457
wbp,hu,36.65,-0.080876632,0.62351786,0.006802721,-0.7849374,-2.284505101,0.670917851,0.429483918,0.461302296,-0.523369286,0.422132886,0.099105303,0.7687,0.5922,0.6461,0.6612
wbp,te,50.93,-1.676783874,1.002001321,0.006802721,-1.003873768,-2.284505101,0.491822921,0.267422647,0.461302296,0.07484787,0.422132886,0.131604555,0.8484,0.641,0.5608,0.3504
wbp,af,38.82,-0.252302205,0.70486833,0.013605442,-0.733244548,-2.284505101,0.71320378,-0.040792995,0.461302296,0.527256841,0.422132886,0.195760105,0.8382,0.0002,0.669,0.5121
wbp,vi,43.79,-1.302604883,0.961092889,0.006802721,-0.417184462,-2.284505101,0.971748121,-0.193243969,0.461302296,0.640371319,0.422132886,0.250998765,0.8699,0.5456,0.6153,0.2515
wbp,ug,57.45,-3.46658341,1.079608499,0.006802721,-0.315316276,-2.284505101,1.055078614,0.406976088,0.461302296,-0.402587147,0.422132886,0.143906452,0.6943,0.7877,0,0.44
wbp,el,17.39,0.969426046,-1.33707497,0.006802721,-0.542419107,-2.284505101,0.869303332,0.153675171,0.461302296,0.29593777,0.422132886,0.076728114,0.7436,0.5922,0.6929,0.6397
wbp,sme,39.75,-0.455055623,0.780730189,0.006802721,-0.388487397,-2.284505101,0.995222973,0.42522521,0.461302296,-0.498975354,0.422132886,0.114939355,0.6502,0.0002,0,0.6418
